ds,station,demand
2026-05-07,Thika Highway,37600.3
2026-05-08,Thika Highway,36795.13
2026-05-09,Thika Highway,37659.97
2026-05-10,Thika Highway,38423.5
2026-05-11,Thika Highway,36318.25
2026-05-12,Thika Highway,33381.77
2026-05-13,Thika Highway,34178.69
2026-05-14,Thika Highway,35278.83
2026-05-15,Thika Highway,38504.27
2026-05-16,Thika Highway,37623.6
2026-05-17,Thika Highway,37880.16
2026-05-18,Thika Highway,32934.35
2026-05-19,Thika Highway,34156.29
2026-05-20,Thika Highway,34119.83
2026-05-21,Thika Highway,34652.01
2026-05-22,Thika Highway,37394.99
2026-05-23,Thika Highway,38497.22
2026-05-24,Thika Highway,39074.66
2026-05-25,Thika Highway,34541.51
2026-05-26,Thika Highway,34746.03
2026-05-27,Thika Highway,34415.78
2026-05-28,Thika Highway,34350.48
2026-05-29,Thika Highway,37162.9
2026-05-30,Thika Highway,38275.57
2026-05-31,Thika Highway,37820.04
2026-06-01,Thika Highway,41076.89
2026-06-02,Thika Highway,36006.44
2026-06-03,Thika Highway,34714.69
2026-06-04,Thika Highway,33464.44
2026-06-05,Thika Highway,36677.53
2026-06-06,Thika Highway,39155.58
2026-06-07,Thika Highway,38142.95
2026-06-08,Thika Highway,34767.61
2026-06-09,Thika Highway,32354.62
2026-06-10,Thika Highway,35229.97
2026-06-11,Thika Highway,34708.53
2026-06-12,Thika Highway,36607.77
2026-06-13,Thika Highway,37286.94
2026-06-14,Thika Highway,38070.03
2026-06-15,Thika Highway,34230.78
2026-06-16,Thika Highway,33847.36
2026-06-17,Thika Highway,34039.82
2026-06-18,Thika Highway,33868.04
2026-06-19,Thika Highway,37893.44
2026-06-20,Thika Highway,39306.29
2026-06-21,Thika Highway,34933.41
2026-06-22,Thika Highway,33837.86
2026-06-23,Thika Highway,34272.48
2026-06-24,Thika Highway,34389.65
2026-06-25,Thika Highway,33656.39
2026-06-26,Thika Highway,35748.83
2026-06-27,Thika Highway,37988.32
2026-06-28,Thika Highway,39487.58
2026-06-29,Thika Highway,32353.41
2026-06-30,Thika Highway,34930.83
2026-07-01,Thika Highway,33631.0
2026-07-02,Thika Highway,33907.48
2026-07-03,Thika Highway,36424.48
2026-07-04,Thika Highway,37188.32
2026-07-05,Thika Highway,38941.51
2026-07-06,Thika Highway,34554.68
2026-07-07,Thika Highway,35784.3
2026-07-08,Thika Highway,35173.03
2026-07-09,Thika Highway,34363.7
2026-07-10,Thika Highway,39361.06
2026-07-11,Thika Highway,37939.89
2026-07-12,Thika Highway,38348.24
2026-07-13,Thika Highway,33522.03
2026-07-14,Thika Highway,33902.58
2026-07-15,Thika Highway,33065.96
2026-07-16,Thika Highway,34876.49
2026-07-17,Thika Highway,36123.84
2026-07-18,Thika Highway,38230.11
2026-07-19,Thika Highway,37168.14
2026-07-20,Thika Highway,35027.98
2026-07-21,Thika Highway,34563.09
2026-07-22,Thika Highway,35707.7
2026-07-23,Thika Highway,34520.02
2026-07-24,Thika Highway,35622.51
2026-07-25,Thika Highway,37237.68
2026-07-26,Thika Highway,36034.06
2026-07-27,Thika Highway,33130.08
2026-07-28,Thika Highway,35312.12
2026-07-29,Thika Highway,34358.87
2026-07-30,Thika Highway,32906.01
2026-07-31,Thika Highway,36156.75
2026-08-01,Thika Highway,37277.87
2026-08-02,Thika Highway,35919.68
2026-08-03,Thika Highway,32900.05
2026-08-04,Thika Highway,33953.37
2026-08-05,Thika Highway,34855.87
2026-08-06,Thika Highway,34257.55
2026-08-07,Thika Highway,34717.69
2026-08-08,Thika Highway,37513.41
2026-08-09,Thika Highway,37255.16
2026-08-10,Thika Highway,34017.27
2026-08-11,Thika Highway,35308.93
2026-08-12,Thika Highway,31328.54
2026-08-13,Thika Highway,32912.11
2026-08-14,Thika Highway,37782.62
2026-08-15,Thika Highway,35430.53
2026-08-16,Thika Highway,38727.16
2026-08-17,Thika Highway,33925.73
2026-08-18,Thika Highway,34437.27
2026-08-19,Thika Highway,32901.69
2026-08-20,Thika Highway,34392.81
2026-08-21,Thika Highway,38263.83
2026-08-22,Thika Highway,37357.63
2026-08-23,Thika Highway,37355.83
2026-08-24,Thika Highway,33791.51
2026-08-25,Thika Highway,32564.31
2026-08-26,Thika Highway,33334.9
2026-08-27,Thika Highway,33327.34
2026-08-28,Thika Highway,37504.29
2026-08-29,Thika Highway,38168.52
2026-08-30,Thika Highway,35944.33
2026-08-31,Thika Highway,33351.7
2025-09-01,Nyeri Station,23142.15
2025-09-02,Nyeri Station,22012.5
2025-09-03,Nyeri Station,23516.63
2025-09-04,Nyeri Station,23676.77
2025-09-05,Nyeri Station,24048.54
2025-09-06,Nyeri Station,24594.58
2025-09-07,Nyeri Station,25797.08
2025-09-08,Nyeri Station,22625.62
2025-09-09,Nyeri Station,22879.0
2025-09-10,Nyeri Station,22178.7
2025-09-11,Nyeri Station,23636.39
2025-09-12,Nyeri Station,26353.76
2025-09-13,Nyeri Station,25758.9
2025-09-14,Nyeri Station,26653.64
2025-09-15,Nyeri Station,23303.08
2025-09-16,Nyeri Station,22192.48
2025-09-17,Nyeri Station,23228.25
2025-09-18,Nyeri Station,22117.55
2025-09-19,Nyeri Station,26465.73
2025-09-20,Nyeri Station,25691.02
2025-09-21,Nyeri Station,25583.1
2025-09-22,Nyeri Station,22372.14
2025-09-23,Nyeri Station,23977.09
2025-09-24,Nyeri Station,22826.7
2025-09-25,Nyeri Station,22603.37
2025-09-26,Nyeri Station,25474.34
2025-09-27,Nyeri Station,26224.55
2025-09-28,Nyeri Station,26091.97
2025-09-29,Nyeri Station,23339.59
2025-09-30,Nyeri Station,23362.99
2025-10-01,Nyeri Station,24808.6
2025-10-02,Nyeri Station,22677.06
2025-10-03,Nyeri Station,25397.3
2025-10-04,Nyeri Station,25153.46
2025-10-05,Nyeri Station,26364.22
2025-10-06,Nyeri Station,24005.2
2025-10-07,Nyeri Station,22971.53
2025-10-08,Nyeri Station,22372.2
2025-10-09,Nyeri Station,22396.36
2025-10-10,Nyeri Station,26446.73
2025-10-11,Nyeri Station,26536.18
2025-10-12,Nyeri Station,26380.01
2025-10-13,Nyeri Station,22576.96
2025-10-14,Nyeri Station,23343.53
2025-10-15,Nyeri Station,23259.36
2025-10-16,Nyeri Station,23358.17
2025-10-17,Nyeri Station,26719.91
2025-10-18,Nyeri Station,26189.46
2025-10-19,Nyeri Station,26585.95
2025-10-20,Nyeri Station,26436.76
2025-10-21,Nyeri Station,23487.47
2025-10-22,Nyeri Station,23789.8
2025-10-23,Nyeri Station,22050.71
2025-10-24,Nyeri Station,25821.68
2025-10-25,Nyeri Station,25710.87
2025-10-26,Nyeri Station,25585.39
2025-10-27,Nyeri Station,23107.27
2025-10-28,Nyeri Station,24610.76
2025-10-29,Nyeri Station,22644.61
2025-10-30,Nyeri Station,24202.44
2025-10-31,Nyeri Station,24792.93
2025-11-01,Nyeri Station,25942.95
2025-11-02,Nyeri Station,26378.95
2025-11-03,Nyeri Station,23952.92
2025-11-04,Nyeri Station,24076.43
2025-11-05,Nyeri Station,24164.19
2025-11-06,Nyeri Station,23223.87
2025-11-07,Nyeri Station,25947.71
2025-11-08,Nyeri Station,27076.31
2025-11-09,Nyeri Station,26214.69
2025-11-10,Nyeri Station,22523.83
2025-11-11,Nyeri Station,22663.71
2025-11-12,Nyeri Station,22863.82
2025-11-13,Nyeri Station,24074.51
2025-11-14,Nyeri Station,26597.49
2025-11-15,Nyeri Station,27079.04
2025-11-16,Nyeri Station,26161.54
2025-11-17,Nyeri Station,23875.23
2025-11-18,Nyeri Station,24289.39
2025-11-19,Nyeri Station,23526.09
2025-11-20,Nyeri Station,24191.89
2025-11-21,Nyeri Station,26074.64
2025-11-22,Nyeri Station,26348.35
2025-11-23,Nyeri Station,26355.5
2025-11-24,Nyeri Station,22894.7
2025-11-25,Nyeri Station,24331.48
2025-11-26,Nyeri Station,23551.54
2025-11-27,Nyeri Station,23979.91
2025-11-28,Nyeri Station,27197.0
2025-11-29,Nyeri Station,27192.19
2025-11-30,Nyeri Station,27400.11
2025-12-01,Nyeri Station,23982.71
2025-12-02,Nyeri Station,23734.27
2025-12-03,Nyeri Station,24047.43
2025-12-04,Nyeri Station,22721.73
2025-12-05,Nyeri Station,25748.35
2025-12-06,Nyeri Station,25877.83
2025-12-07,Nyeri Station,26176.31
2025-12-08,Nyeri Station,24575.04
2025-12-09,Nyeri Station,23503.98
2025-12-10,Nyeri Station,23972.39
2025-12-11,Nyeri Station,25406.98
2025-12-12,Nyeri Station,31042.05
2025-12-13,Nyeri Station,27786.61
2025-12-14,Nyeri Station,26408.73
2025-12-15,Nyeri Station,24246.38
2025-12-16,Nyeri Station,23646.98
2025-12-17,Nyeri Station,24186.35
2025-12-18,Nyeri Station,25203.21
2025-12-19,Nyeri Station,25872.69
2025-12-20,Nyeri Station,27714.9
2025-12-21,Nyeri Station,27576.09
2025-12-22,Nyeri Station,30053.77
2025-12-23,Nyeri Station,29364.68
2025-12-24,Nyeri Station,30666.51
2025-12-25,Nyeri Station,30187.75
2025-12-26,Nyeri Station,33654.59
2025-12-27,Nyeri Station,33504.16
2025-12-28,Nyeri Station,34857.98
2025-12-29,Nyeri Station,30538.12
2025-12-30,Nyeri Station,29906.15
2025-12-31,Nyeri Station,30943.19
2026-01-01,Nyeri Station,29958.63
2026-01-02,Nyeri Station,33742.26
2026-01-03,Nyeri Station,28428.73
2026-01-04,Nyeri Station,28053.7
2026-01-05,Nyeri Station,26209.76
2026-01-06,Nyeri Station,24008.66
2026-01-07,Nyeri Station,24496.43
2026-01-08,Nyeri Station,24282.07
2026-01-09,Nyeri Station,27559.47
2026-01-10,Nyeri Station,26756.97
2026-01-11,Nyeri Station,28473.34
2026-01-12,Nyeri Station,24979.51
2026-01-13,Nyeri Station,23957.0
2026-01-14,Nyeri Station,24365.62
2026-01-15,Nyeri Station,25508.22
2026-01-16,Nyeri Station,28774.97
2026-01-17,Nyeri Station,29774.19
2026-01-18,Nyeri Station,30570.48
2026-01-19,Nyeri Station,25696.75
2026-01-20,Nyeri Station,24543.15
2026-01-21,Nyeri Station,23609.04
2026-01-22,Nyeri Station,25650.34
2026-01-23,Nyeri Station,27567.97
2026-01-24,Nyeri Station,27927.2
2026-01-25,Nyeri Station,27787.07
2026-01-26,Nyeri Station,25407.98
2026-01-27,Nyeri Station,26446.53
2026-01-28,Nyeri Station,25707.76
2026-01-29,Nyeri Station,25467.18
2026-01-30,Nyeri Station,27554.92
2026-01-31,Nyeri Station,27042.43
2026-02-01,Nyeri Station,28064.79
2026-02-02,Nyeri Station,25652.08
2026-02-03,Nyeri Station,27206.11
2026-02-04,Nyeri Station,25854.11
2026-02-05,Nyeri Station,26593.63
2026-02-06,Nyeri Station,28171.99
2026-02-07,Nyeri Station,27619.14
2026-02-08,Nyeri Station,27826.69
2026-02-09,Nyeri Station,25250.9
2026-02-10,Nyeri Station,27670.51
2026-02-11,Nyeri Station,25214.94
2026-02-12,Nyeri Station,26631.33
2026-02-13,Nyeri Station,27990.44
2026-02-14,Nyeri Station,29553.09
2026-02-15,Nyeri Station,29115.39
2026-02-16,Nyeri Station,25881.7
2026-02-17,Nyeri Station,26000.04
2026-02-18,Nyeri Station,25505.05
2026-02-19,Nyeri Station,26450.33
2026-02-20,Nyeri Station,28513.76
2026-02-21,Nyeri Station,27886.51
2026-02-22,Nyeri Station,27862.39
2026-02-23,Nyeri Station,26300.43
2026-02-24,Nyeri Station,27501.23
2026-02-25,Nyeri Station,26328.28
2026-02-26,Nyeri Station,26113.07
2026-02-27,Nyeri Station,29271.39
2026-02-28,Nyeri Station,30146.66
2026-03-01,Nyeri Station,29251.95
2026-03-02,Nyeri Station,25940.27
2026-03-03,Nyeri Station,27232.25
2026-03-04,Nyeri Station,26680.37
2026-03-05,Nyeri Station,27627.22
2026-03-06,Nyeri Station,29307.79
2026-03-07,Nyeri Station,28141.74
2026-03-08,Nyeri Station,28037.17
2026-03-09,Nyeri Station,27789.05
2026-03-10,Nyeri Station,27865.71
2026-03-11,Nyeri Station,26282.31
2026-03-12,Nyeri Station,26126.21
2026-03-13,Nyeri Station,30490.39
2026-03-14,Nyeri Station,28347.26
2026-03-15,Nyeri Station,28539.71
2026-03-16,Nyeri Station,27045.48
2026-03-17,Nyeri Station,26187.12
2026-03-18,Nyeri Station,26527.49
2026-03-19,Nyeri Station,26407.41
2026-03-20,Nyeri Station,29640.87
2026-03-21,Nyeri Station,30551.89
2026-03-22,Nyeri Station,29457.69
2026-03-23,Nyeri Station,27134.2
2026-03-24,Nyeri Station,24882.52
2026-03-25,Nyeri Station,26574.82
2026-03-26,Nyeri Station,25918.19
2026-03-27,Nyeri Station,28413.16
2026-03-28,Nyeri Station,28709.46
2026-03-29,Nyeri Station,29176.29
2026-03-30,Nyeri Station,27435.84
2026-03-31,Nyeri Station,25561.52
2026-04-01,Nyeri Station,26710.33
2026-04-02,Nyeri Station,26286.49
2026-04-03,Nyeri Station,33776.24
2026-04-04,Nyeri Station,34901.77
2026-04-05,Nyeri Station,34519.14
2026-04-06,Nyeri Station,32397.89
2026-04-07,Nyeri Station,26601.73
2026-04-08,Nyeri Station,26153.66
2026-04-09,Nyeri Station,26556.64
2026-04-10,Nyeri Station,29754.49
2026-04-11,Nyeri Station,29704.93
2026-04-12,Nyeri Station,28651.23
2026-04-13,Nyeri Station,26843.32
2026-04-14,Nyeri Station,26963.92
2026-04-15,Nyeri Station,28891.48
2026-04-16,Nyeri Station,28357.64
2026-04-17,Nyeri Station,28868.35
2026-04-18,Nyeri Station,29347.36
2026-04-19,Nyeri Station,28362.86
2026-04-20,Nyeri Station,26299.06
2026-04-21,Nyeri Station,27063.16
2026-04-22,Nyeri Station,27813.47
2026-04-23,Nyeri Station,26190.34
2026-04-24,Nyeri Station,29055.21
2026-04-25,Nyeri Station,27802.61
2026-04-26,Nyeri Station,29471.05
2026-04-27,Nyeri Station,25916.33
2026-04-28,Nyeri Station,26364.82
2026-04-29,Nyeri Station,26073.5
2026-04-30,Nyeri Station,26731.11
2026-05-01,Nyeri Station,30933.76
2026-05-02,Nyeri Station,28377.63
2026-05-03,Nyeri Station,31397.93
2026-05-04,Nyeri Station,25727.09
2026-05-05,Nyeri Station,25886.12
2026-05-06,Nyeri Station,28349.06
2026-05-07,Nyeri Station,29244.68
2026-05-08,Nyeri Station,28618.43
2026-05-09,Nyeri Station,29291.09
2026-05-10,Nyeri Station,29884.95
2026-05-11,Nyeri Station,28247.53
2026-05-12,Nyeri Station,25963.6
2026-05-13,Nyeri Station,26583.43
2026-05-14,Nyeri Station,27439.09
2026-05-15,Nyeri Station,29947.76
2026-05-16,Nyeri Station,29262.8
2026-05-17,Nyeri Station,29462.34
2026-05-18,Nyeri Station,25615.61
2026-05-19,Nyeri Station,26566.0
2026-05-20,Nyeri Station,26537.64
2026-05-21,Nyeri Station,26951.56
2026-05-22,Nyeri Station,29084.99
2026-05-23,Nyeri Station,29942.28
2026-05-24,Nyeri Station,30391.4
2026-05-25,Nyeri Station,26865.62
2026-05-26,Nyeri Station,27024.69
2026-05-27,Nyeri Station,26767.83
2026-05-28,Nyeri Station,26717.04
2026-05-29,Nyeri Station,28904.48
2026-05-30,Nyeri Station,29769.89
2026-05-31,Nyeri Station,29415.59
2026-06-01,Nyeri Station,31948.69
2026-06-02,Nyeri Station,28005.01
2026-06-03,Nyeri Station,27000.32
2026-06-04,Nyeri Station,26027.9
2026-06-05,Nyeri Station,28526.97
2026-06-06,Nyeri Station,30454.34
2026-06-07,Nyeri Station,29666.74
2026-06-08,Nyeri Station,27041.47
2026-06-09,Nyeri Station,25164.7
2026-06-10,Nyeri Station,27401.09
2026-06-11,Nyeri Station,26995.52
2026-06-12,Nyeri Station,28472.71
2026-06-13,Nyeri Station,29000.95
2026-06-14,Nyeri Station,29610.02
2026-06-15,Nyeri Station,26623.94
2026-06-16,Nyeri Station,26325.73
2026-06-17,Nyeri Station,26475.42
2026-06-18,Nyeri Station,26341.81
2026-06-19,Nyeri Station,29472.67
2026-06-20,Nyeri Station,30571.56
2026-06-21,Nyeri Station,27170.43
2026-06-22,Nyeri Station,26318.34
2026-06-23,Nyeri Station,26656.37
2026-06-24,Nyeri Station,26747.51
2026-06-25,Nyeri Station,26177.19
2026-06-26,Nyeri Station,27804.64
2026-06-27,Nyeri Station,29546.47
2026-06-28,Nyeri Station,30712.56
2026-06-29,Nyeri Station,25163.76
2026-06-30,Nyeri Station,27168.43
2026-07-01,Nyeri Station,26157.44
2026-07-02,Nyeri Station,26372.48
2026-07-03,Nyeri Station,28330.15
2026-07-04,Nyeri Station,28924.25
2026-07-05,Nyeri Station,30287.84
2026-07-06,Nyeri Station,26875.87
2026-07-07,Nyeri Station,27832.23
2026-07-08,Nyeri Station,27356.8
2026-07-09,Nyeri Station,26727.33
2026-07-10,Nyeri Station,30614.15
2026-07-11,Nyeri Station,29508.8
2026-07-12,Nyeri Station,29826.41
2026-07-13,Nyeri Station,26072.69
2026-07-14,Nyeri Station,26368.67
2026-07-15,Nyeri Station,25717.97
2026-07-16,Nyeri Station,27126.16
2026-07-17,Nyeri Station,28096.32
2026-07-18,Nyeri Station,29734.53
2026-07-19,Nyeri Station,28908.55
2026-07-20,Nyeri Station,27243.99
2026-07-21,Nyeri Station,26882.4
2026-07-22,Nyeri Station,27772.65
2026-07-23,Nyeri Station,26848.91
2026-07-24,Nyeri Station,27706.4
2026-07-25,Nyeri Station,28962.64
2026-07-26,Nyeri Station,28026.49
2026-07-27,Nyeri Station,25767.84
2026-07-28,Nyeri Station,27464.98
2026-07-29,Nyeri Station,26723.56
2026-07-30,Nyeri Station,25593.56
2026-07-31,Nyeri Station,28121.92
2026-08-01,Nyeri Station,28993.9
2026-08-02,Nyeri Station,27937.53
2026-08-03,Nyeri Station,25588.92
2026-08-04,Nyeri Station,26408.17
2026-08-05,Nyeri Station,27110.12
2026-08-06,Nyeri Station,26644.76
2026-08-07,Nyeri Station,27002.64
2026-08-08,Nyeri Station,29177.1
2026-08-09,Nyeri Station,28976.23
2026-08-10,Nyeri Station,26457.87
2026-08-11,Nyeri Station,27462.5
2026-08-12,Nyeri Station,24366.64
2026-08-13,Nyeri Station,25598.31
2026-08-14,Nyeri Station,29386.48
2026-08-15,Nyeri Station,27557.08
2026-08-16,Nyeri Station,30121.13
2026-08-17,Nyeri Station,26386.68
2026-08-18,Nyeri Station,26784.54
2026-08-19,Nyeri Station,25590.2
2026-08-20,Nyeri Station,26749.96
2026-08-21,Nyeri Station,29760.76
2026-08-22,Nyeri Station,29055.94
2026-08-23,Nyeri Station,29054.54
2026-08-24,Nyeri Station,26282.29
2026-08-25,Nyeri Station,25327.8
2026-08-26,Nyeri Station,25927.14
2026-08-27,Nyeri Station,25921.26
2026-08-28,Nyeri Station,29170.0
2026-08-29,Nyeri Station,29686.63
2026-08-30,Nyeri Station,27956.7
2026-08-31,Nyeri Station,25940.22
2025-09-01,Machakos Depot,16530.11
2025-09-02,Machakos Depot,15723.21
2025-09-03,Machakos Depot,16797.59
2025-09-04,Machakos Depot,16911.98
2025-09-05,Machakos Depot,17177.53
2025-09-06,Machakos Depot,17567.56
2025-09-07,Machakos Depot,18426.49
2025-09-08,Machakos Depot,16161.16
2025-09-09,Machakos Depot,16342.14
2025-09-10,Machakos Depot,15841.93
2025-09-11,Machakos Depot,16883.13
2025-09-12,Machakos Depot,18824.12
2025-09-13,Machakos Depot,18399.22
2025-09-14,Machakos Depot,19038.31
2025-09-15,Machakos Depot,16645.06
2025-09-16,Machakos Depot,15851.77
2025-09-17,Machakos Depot,16591.6
2025-09-18,Machakos Depot,15798.25
2025-09-19,Machakos Depot,18904.09
2025-09-20,Machakos Depot,18350.73
2025-09-21,Machakos Depot,18273.64
2025-09-22,Machakos Depot,15980.1
2025-09-23,Machakos Depot,17126.49
2025-09-24,Machakos Depot,16304.79
2025-09-25,Machakos Depot,16145.26
2025-09-26,Machakos Depot,18195.96
2025-09-27,Machakos Depot,18731.82
2025-09-28,Machakos Depot,18637.12
2025-09-29,Machakos Depot,16671.13
2025-09-30,Machakos Depot,16687.85
2025-10-01,Machakos Depot,17720.43
2025-10-02,Machakos Depot,16197.9
2025-10-03,Machakos Depot,18140.93
2025-10-04,Machakos Depot,17966.76
2025-10-05,Machakos Depot,18831.58
2025-10-06,Machakos Depot,17146.57
2025-10-07,Machakos Depot,16408.23
2025-10-08,Machakos Depot,15980.14
2025-10-09,Machakos Depot,15997.4
2025-10-10,Machakos Depot,18890.52
2025-10-11,Machakos Depot,18954.41
2025-10-12,Machakos Depot,18842.87
2025-10-13,Machakos Depot,16126.4
2025-10-14,Machakos Depot,16673.95
2025-10-15,Machakos Depot,16613.83
2025-10-16,Machakos Depot,16684.41
2025-10-17,Machakos Depot,19085.65
2025-10-18,Machakos Depot,18706.76
2025-10-19,Machakos Depot,18989.97
2025-10-20,Machakos Depot,18883.4
2025-10-21,Machakos Depot,16776.76
2025-10-22,Machakos Depot,16992.71
2025-10-23,Machakos Depot,15750.51
2025-10-24,Machakos Depot,18444.06
2025-10-25,Machakos Depot,18364.91
2025-10-26,Machakos Depot,18275.28
2025-10-27,Machakos Depot,16505.19
2025-10-28,Machakos Depot,17579.12
2025-10-29,Machakos Depot,16174.72
2025-10-30,Machakos Depot,17287.46
2025-10-31,Machakos Depot,17709.23
2025-11-01,Machakos Depot,18530.68
2025-11-02,Machakos Depot,18842.11
2025-11-03,Machakos Depot,17109.23
2025-11-04,Machakos Depot,17197.45
2025-11-05,Machakos Depot,17260.13
2025-11-06,Machakos Depot,16588.48
2025-11-07,Machakos Depot,18534.08
2025-11-08,Machakos Depot,19340.22
2025-11-09,Machakos Depot,18724.78
2025-11-10,Machakos Depot,16088.45
2025-11-11,Machakos Depot,16188.36
2025-11-12,Machakos Depot,16331.3
2025-11-13,Machakos Depot,17196.08
2025-11-14,Machakos Depot,18998.2
2025-11-15,Machakos Depot,19342.17
2025-11-16,Machakos Depot,18686.82
2025-11-17,Machakos Depot,17053.74
2025-11-18,Machakos Depot,17349.57
2025-11-19,Machakos Depot,16804.35
2025-11-20,Machakos Depot,17279.92
2025-11-21,Machakos Depot,18624.74
2025-11-22,Machakos Depot,18820.25
2025-11-23,Machakos Depot,18825.36
2025-11-24,Machakos Depot,16353.36
2025-11-25,Machakos Depot,17379.63
2025-11-26,Machakos Depot,16822.53
2025-11-27,Machakos Depot,17128.51
2025-11-28,Machakos Depot,19426.43
2025-11-29,Machakos Depot,19422.99
2025-11-30,Machakos Depot,19571.51
2025-12-01,Machakos Depot,17130.51
2025-12-02,Machakos Depot,16953.05
2025-12-03,Machakos Depot,17176.73
2025-12-04,Machakos Depot,16229.8
2025-12-05,Machakos Depot,18391.68
2025-12-06,Machakos Depot,18484.16
2025-12-07,Machakos Depot,18697.37
2025-12-08,Machakos Depot,17553.6
2025-12-09,Machakos Depot,16788.56
2025-12-10,Machakos Depot,17123.14
2025-12-11,Machakos Depot,18147.84
2025-12-12,Machakos Depot,22172.89
2025-12-13,Machakos Depot,19847.58
2025-12-14,Machakos Depot,18863.38
2025-12-15,Machakos Depot,17318.84
2025-12-16,Machakos Depot,16890.7
2025-12-17,Machakos Depot,17275.97
2025-12-18,Machakos Depot,18002.29
2025-12-19,Machakos Depot,18480.49
2025-12-20,Machakos Depot,19796.36
2025-12-21,Machakos Depot,19697.21
2025-12-22,Machakos Depot,21466.98
2025-12-23,Machakos Depot,20974.77
2025-12-24,Machakos Depot,21904.65
2025-12-25,Machakos Depot,21562.68
2025-12-26,Machakos Depot,24039.0
2025-12-27,Machakos Depot,23931.54
2025-12-28,Machakos Depot,24898.55
2025-12-29,Machakos Depot,21812.94
2025-12-30,Machakos Depot,21361.53
2025-12-31,Machakos Depot,22102.28
2026-01-01,Machakos Depot,21399.02
2026-01-02,Machakos Depot,24101.61
2026-01-03,Machakos Depot,20306.24
2026-01-04,Machakos Depot,20038.35
2026-01-05,Machakos Depot,18721.26
2026-01-06,Machakos Depot,17149.04
2026-01-07,Machakos Depot,17497.45
2026-01-08,Machakos Depot,17344.33
2026-01-09,Machakos Depot,19685.34
2026-01-10,Machakos Depot,19112.12
2026-01-11,Machakos Depot,20338.1
2026-01-12,Machakos Depot,17842.51
2026-01-13,Machakos Depot,17112.14
2026-01-14,Machakos Depot,17404.02
2026-01-15,Machakos Depot,18220.15
2026-01-16,Machakos Depot,20553.55
2026-01-17,Machakos Depot,21267.28
2026-01-18,Machakos Depot,21836.06
2026-01-19,Machakos Depot,18354.82
2026-01-20,Machakos Depot,17530.82
2026-01-21,Machakos Depot,16863.6
2026-01-22,Machakos Depot,18321.67
2026-01-23,Machakos Depot,19691.41
2026-01-24,Machakos Depot,19948.0
2026-01-25,Machakos Depot,19847.91
2026-01-26,Machakos Depot,18148.55
2026-01-27,Machakos Depot,18890.38
2026-01-28,Machakos Depot,18362.69
2026-01-29,Machakos Depot,18190.84
2026-01-30,Machakos Depot,19682.09
2026-01-31,Machakos Depot,19316.02
2026-02-01,Machakos Depot,20046.28
2026-02-02,Machakos Depot,18322.91
2026-02-03,Machakos Depot,19432.94
2026-02-04,Machakos Depot,18467.22
2026-02-05,Machakos Depot,18995.45
2026-02-06,Machakos Depot,20122.85
2026-02-07,Machakos Depot,19727.95
2026-02-08,Machakos Depot,19876.21
2026-02-09,Machakos Depot,18036.36
2026-02-10,Machakos Depot,19764.65
2026-02-11,Machakos Depot,18010.67
2026-02-12,Machakos Depot,19022.38
2026-02-13,Machakos Depot,19993.17
2026-02-14,Machakos Depot,21109.35
2026-02-15,Machakos Depot,20796.71
2026-02-16,Machakos Depot,18486.92
2026-02-17,Machakos Depot,18571.46
2026-02-18,Machakos Depot,18217.89
2026-02-19,Machakos Depot,18893.09
2026-02-20,Machakos Depot,20366.97
2026-02-21,Machakos Depot,19918.94
2026-02-22,Machakos Depot,19901.71
2026-02-23,Machakos Depot,18786.02
2026-02-24,Machakos Depot,19643.74
2026-02-25,Machakos Depot,18805.91
2026-02-26,Machakos Depot,18652.19
2026-02-27,Machakos Depot,20908.14
2026-02-28,Machakos Depot,21533.33
2026-03-01,Machakos Depot,20894.25
2026-03-02,Machakos Depot,18528.77
2026-03-03,Machakos Depot,19451.61
2026-03-04,Machakos Depot,19057.41
2026-03-05,Machakos Depot,19733.73
2026-03-06,Machakos Depot,20934.14
2026-03-07,Machakos Depot,20101.24
2026-03-08,Machakos Depot,20026.55
2026-03-09,Machakos Depot,19849.32
2026-03-10,Machakos Depot,19904.08
2026-03-11,Machakos Depot,18773.08
2026-03-12,Machakos Depot,18661.58
2026-03-13,Machakos Depot,21778.85
2026-03-14,Machakos Depot,20248.04
2026-03-15,Machakos Depot,20385.51
2026-03-16,Machakos Depot,19318.2
2026-03-17,Machakos Depot,18705.09
2026-03-18,Machakos Depot,18948.21
2026-03-19,Machakos Depot,18862.44
2026-03-20,Machakos Depot,21172.05
2026-03-21,Machakos Depot,21822.78
2026-03-22,Machakos Depot,21041.21
2026-03-23,Machakos Depot,19381.57
2026-03-24,Machakos Depot,17773.23
2026-03-25,Machakos Depot,18982.01
2026-03-26,Machakos Depot,18513.0
2026-03-27,Machakos Depot,20295.12
2026-03-28,Machakos Depot,20506.76
2026-03-29,Machakos Depot,20840.2
2026-03-30,Machakos Depot,19597.03
2026-03-31,Machakos Depot,18258.23
2026-04-01,Machakos Depot,19078.81
2026-04-02,Machakos Depot,18776.07
2026-04-03,Machakos Depot,24125.88
2026-04-04,Machakos Depot,24929.84
2026-04-05,Machakos Depot,24656.53
2026-04-06,Machakos Depot,23141.35
2026-04-07,Machakos Depot,19001.24
2026-04-08,Machakos Depot,18681.19
2026-04-09,Machakos Depot,18969.03
2026-04-10,Machakos Depot,21253.21
2026-04-11,Machakos Depot,21217.81
